id,id+,country,recency,frequency,monetary,r,f,m,fm,rfm_score,segment,ml_cluster,is_churned,churn_probability,churn_risk,customer_lifetime_value,average_order_value,days_since_first_purchase
4403268,AF4403268,AF,1,39,6089.76,5,5,4,4,554,champions,1,0,0.00,,237500.64,156.15,364
4403274,AF4403274,AF,1,81,22081.44,5,5,5,5,555,champions,1,0,0.00,,1788596.64,272.61,364
4403340,AF4403340,AF,1,71,15377.40,5,5,4,4,554,champions,1,0,0.00,,1091795.40,216.58,364
4403346,AF4403346,AF,1,77,17835.12,5,5,4,4,554,champions,1,0,0.00,,1373304.24,231.62,364
4403352,AF4403352,AF,1,83,18704.52,5,5,4,4,554,champions,1,0,0.00,,1552475.16,225.36,364
4403358,AF4403358,AF,1,77,22989.90,5,5,5,5,555,champions,1,0,0.00,,1770222.30,298.57,364
4403364,AF4403364,AF,15,73,18910.38,5,5,5,5,555,champions,1,0,0.00,,1380457.74,259.05,350
4403400,AF4403400,AF,43,17,3189.12,4,5,3,4,453,loyal customers,1,0,0.00,,54215.04,187.60,322
4403406,AF4403406,AF,1,52,11613.72,5,5,4,4,554,champions,1,0,0.00,,603913.44,223.34,364
4403412,AF4403412,AF,15,8,3591.36,5,4,3,3,543,potential loyalists,1,0,0.00,,28730.88,448.92,350
4403418,AF4403418,AF,1,63,13277.10,5,5,4,4,554,champions,1,0,0.00,,836457.30,210.75,364
4403610,AF4403610,AF,8,55,12298.74,5,5,4,4,554,champions,1,0,0.00,,676430.70,223.61,357
4403616,AF4403616,AF,1,71,17405.34,5,5,4,4,554,champions,1,0,0.00,,1235779.14,245.15,364
4403622,AF4403622,AF,1,61,14720.40,5,5,4,4,554,champions,1,0,0.00,,897944.40,241.32,364
4403628,AF4403628,AF,1,104,22843.38,5,5,5,5,555,champions,1,0,0.00,,2375711.52,219.65,364
4403634,AF4403634,AF,36,27,5889.54,4,5,3,4,453,loyal customers,1,0,0.00,,159017.58,218.13,329
4403760,AF4403760,AF,1,64,14158.14,5,5,4,4,554,champions,1,0,0.00,,906120.96,221.22,364
4403766,AF4403766,AF,1,42,6889.98,5,5,4,4,554,champions,1,0,0.00,,289379.16,164.05,364
4403772,AF4403772,AF,1,40,14757.72,5,5,4,4,554,champions,1,0,0.00,,590308.80,368.94,364
4403778,AF4403778,AF,1,26,4720.26,5,5,3,4,553,champions,1,0,0.00,,122726.76,181.55,364
4403940,AF4403940,AF,1,52,9505.50,5,5,4,4,554,champions,1,0,0.00,,494286.00,182.80,364
4403946,AF4403946,AF,1,115,27386.46,5,5,5,5,555,champions,1,0,0.00,,3149442.90,238.14,364
4403952,AF4403952,AF,1,55,9633.90,5,5,4,4,554,champions,1,0,0.00,,529864.50,175.16,364
4403958,AF4403958,AF,1,81,19788.12,5,5,5,5,555,champions,1,0,0.00,,1602837.72,244.30,364
4403964,AF4403964,AF,162,3,815.16,2,3,1,2,231,hibernating,0,0,0.03,Low Risk,2445.48,271.72,203
4403970,AF4403970,AF,1,53,12661.74,5,5,4,4,554,champions,1,0,0.00,,671072.22,238.90,364
4403982,AF4403982,AF,1,70,16207.20,5,5,4,4,554,champions,1,0,0.00,,1134504.00,231.53,364
4403988,AF4403988,AF,1,72,17510.46,5,5,4,4,554,champions,1,0,0.00,,1260753.12,243.20,364
4403994,AF4403994,AF,1,70,19493.64,5,5,5,5,555,champions,1,0,0.00,,1364554.80,278.48,364
4404060,AF4404060,AF,1,85,20015.76,5,5,5,5,555,champions,1,0,0.00,,1701339.60,235.48,364
4404066,AF4404066,AF,1,42,14330.70,5,5,4,4,554,champions,1,0,0.00,,601889.40,341.21,364
4404072,AF4404072,AF,1,76,16426.74,5,5,4,4,554,champions,1,0,0.00,,1248432.24,216.14,364
4404078,AF4404078,AF,1,32,5010.48,5,5,3,4,553,champions,1,0,0.00,,160335.36,156.58,364
4404084,AF4404084,AF,43,12,2425.56,4,4,2,3,442,potential loyalists,1,0,0.00,,29106.72,202.13,322
4404126,AF4404126,AF,1,67,18601.56,5,5,4,4,554,champions,1,0,0.00,,1246304.52,277.64,364
4404132,AF4404132,AF,1,43,10192.56,5,5,4,4,554,champions,1,0,0.00,,438280.08,237.04,364
4404174,AF4404174,AF,1,66,13634.52,5,5,4,4,554,champions,1,0,0.00,,899878.32,206.58,364
4404210,AF4404210,AF,43,34,8068.86,4,5,4,4,454,loyal customers,1,0,0.00,,274341.24,237.32,322
4404216,AF4404216,AF,1,100,24891.12,5,5,5,5,555,champions,1,0,0.00,,2489112.00,248.91,364
4404222,AF4404222,AF,1,58,9382.38,5,5,4,4,554,champions,1,0,0.00,,544178.04,161.77,364
4404228,AF4404228,AF,57,32,10080.78,3,5,4,4,354,can't lose,1,0,0.00,,322584.96,315.02,308
4404234,AF4404234,AF,36,29,8812.38,4,5,4,4,454,loyal customers,1,0,0.00,,255559.02,303.88,329
4404270,AF4404270,AF,8,45,7507.92,5,5,4,4,554,champions,1,0,0.00,,337856.40,166.84,357
4404276,AF4404276,AF,1,38,6417.12,5,5,4,4,554,champions,1,0,0.00,,243850.56,168.87,364
4404282,AF4404282,AF,1,42,7290.00,5,5,4,4,554,champions,1,0,0.00,,306180.00,173.57,364
4404288,AF4404288,AF,1,50,8091.48,5,5,4,4,554,champions,1,0,0.00,,404574.00,161.83,364
4404294,AF4404294,AF,1,39,9218.22,5,5,4,4,554,champions,1,0,0.00,,359510.58,236.36,364
4404330,AF4404330,AF,1,123,31832.64,5,5,5,5,555,champions,1,0,0.00,,3915414.72,258.80,364
4404336,AF4404336,AF,1,74,12557.82,5,5,4,4,554,champions,1,0,0.00,,929278.68,169.70,364
4404342,AF4404342,AF,43,26,5381.28,4,5,3,4,453,loyal customers,1,0,0.00,,139913.28,206.97,322
4404396,AF4404396,AF,43,10,3222.84,4,4,3,3,443,potential loyalists,1,0,0.00,,32228.40,322.28,322
4404402,AF4404402,AF,8,27,4824.48,5,5,3,4,553,champions,1,0,0.00,,130260.96,178.68,357
4404408,AF4404408,AF,1,32,14630.46,5,5,4,4,554,champions,1,0,0.00,,468174.72,457.20,364
4404516,AF4404516,AF,1,35,6865.92,5,5,4,4,554,champions,1,0,0.00,,240307.20,196.17,364
4404522,AF4404522,AF,1,42,6969.48,5,5,4,4,554,champions,1,0,0.00,,292718.16,165.94,364
4450110,AF4450110,AF,85,20,27457.26,3,5,5,5,355,can't lose,1,0,0.00,,549145.20,1372.86,280
4454766,AF4454766,AF,8,11,7305.30,5,4,4,4,544,champions,1,0,0.00,,80358.30,664.12,357
4476144,AF4476144,AF,267,1,931.68,1,1,1,1,111,lost,0,1,1.00,High Risk,931.68,931.68,98
4482090,AF4482090,AF,176,3,2993.04,2,3,3,3,233,at risk,0,0,0.03,Low Risk,8979.12,997.68,189
4519356,AF4519356,AF,253,1,638.28,1,1,1,1,111,lost,0,1,1.00,High Risk,638.28,638.28,112
4521678,AF4521678,AF,57,2,2465.22,3,2,3,2,323,about to sleep,1,0,0.00,,4930.44,1232.61,308
4525920,AF4525920,AF,15,7,22370.04,5,4,5,4,545,champions,1,0,0.00,,156590.28,3195.72,350
4532082,AF4532082,AF,260,2,2119.20,1,2,2,2,122,lost,0,1,1.00,High Risk,4238.40,1059.60,105
4544844,AF4544844,AF,295,1,5952.72,1,1,3,2,113,lost,0,1,1.00,High Risk,5952.72,5952.72,70
186044202,BD186044202,BD,57,1,264.00,3,1,1,1,311,other,1,0,0.00,,264.00,264.00,308
186044634,BD186044634,BD,302,1,107.94,1,1,1,1,111,lost,0,1,1.00,High Risk,107.94,107.94,63
186044832,BD186044832,BD,120,1,138.78,2,1,1,1,211,hibernating,1,0,0.01,Low Risk,138.78,138.78,245
186044946,BD186044946,BD,197,1,574.26,2,1,1,1,211,hibernating,0,1,1.00,High Risk,574.26,574.26,168
186045222,BD186045222,BD,141,1,121.44,2,1,1,1,211,hibernating,1,0,0.01,Low Risk,121.44,121.44,224
186045594,BD186045594,BD,8,1,65.94,5,1,1,1,511,recent customers,1,0,0.00,,65.94,65.94,357
186045930,BD186045930,BD,246,1,51.54,1,1,1,1,111,lost,0,1,0.99,High Risk,51.54,51.54,119
186045966,BD186045966,BD,15,1,1992.00,5,1,2,1,512,recent customers,1,0,0.00,,1992.00,1992.00,350
186049350,BD186049350,BD,239,1,1176.84,1,1,2,1,112,lost,0,1,1.00,High Risk,1176.84,1176.84,126
186060162,BD186060162,BD,162,1,378.00,2,1,1,1,211,hibernating,0,0,0.01,Low Risk,378.00,378.00,203
186062922,BD186062922,BD,36,3,519.06,4,3,1,2,431,promising,1,0,0.00,,1557.18,173.02,329
186086838,BD186086838,BD,239,1,119.94,1,1,1,1,111,lost,0,1,1.00,High Risk,119.94,119.94,126
186093270,BD186093270,BD,106,2,229.38,3,2,1,1,321,other,1,0,0.00,,458.76,114.69,259
186099084,BD186099084,BD,267,2,286.80,1,2,1,1,121,lost,0,1,1.00,High Risk,573.60,143.40,98
186107766,BD186107766,BD,281,1,65.94,1,1,1,1,111,lost,0,1,1.00,High Risk,65.94,65.94,84
2530440,BD2530440,BD,211,1,3750.54,2,1,3,2,213,hibernating,0,1,0.99,High Risk,3750.54,3750.54,154
2530608,BD2530608,BD,43,11,7518.72,4,4,4,4,444,loyal customers,1,0,0.00,,82705.92,683.52,322
2530638,BD2530638,BD,64,5,6190.14,3,4,4,4,344,can't lose,1,0,0.00,,30950.70,1238.03,301
2530674,BD2530674,BD,64,4,10973.64,3,3,4,3,334,need attention,1,0,0.00,,43894.56,2743.41,301
2531022,BD2531022,BD,218,4,1289.04,2,3,2,2,232,hibernating,0,1,0.98,High Risk,5156.16,322.26,147
2531040,BD2531040,BD,15,2,3377.16,5,2,3,2,523,promising,1,0,0.00,,6754.32,1688.58,350
2531052,BD2531052,BD,99,6,33801.06,3,4,5,4,345,can't lose,1,0,0.00,,202806.36,5633.51,266
2531100,BD2531100,BD,288,1,1194.18,1,1,2,1,112,lost,0,1,1.00,High Risk,1194.18,1194.18,77
2531106,BD2531106,BD,22,18,39139.86,5,5,5,5,555,champions,1,0,0.00,,704517.48,2174.44,343
2531118,BD2531118,BD,225,2,517.20,1,2,1,1,121,lost,0,1,1.00,High Risk,1034.40,258.60,140
2531166,BD2531166,BD,8,16,28564.68,5,5,5,5,555,champions,1,0,0.00,,457034.88,1785.29,357
2531172,BD2531172,BD,29,8,25052.28,4,4,5,4,445,loyal customers,1,0,0.00,,200418.24,3131.54,336
2531340,BD2531340,BD,8,142,175864.62,5,5,5,5,555,champions,1,0,0.00,,24972776.04,1238.48,357
2531364,BD2531364,BD,8,1,310.38,5,1,1,1,511,recent customers,1,0,0.00,,310.38,310.38,357
2531424,BD2531424,BD,204,1,216.24,2,1,1,1,211,hibernating,0,1,1.00,High Risk,216.24,216.24,161
2531544,BD2531544,BD,57,16,26308.32,3,5,5,5,355,can't lose,1,0,0.00,,420933.12,1644.27,308
2531658,BD2531658,BD,50,1,606.00,4,1,1,1,411,recent customers,1,0,0.00,,606.00,606.00,315
2531760,BD2531760,BD,218,2,2033.64,2,2,2,2,222,hibernating,0,1,1.00,High Risk,4067.28,1016.82,147
2531844,BD2531844,BD,197,2,2389.56,2,2,2,2,222,hibernating,0,1,1.00,High Risk,4779.12,1194.78,168
2531928,BD2531928,BD,323,1,1196.58,1,1,2,1,112,lost,0,1,1.00,High Risk,1196.58,1196.58,42
2532018,BD2532018,BD,99,2,1939.50,3,2,2,2,322,about to sleep,1,0,0.00,,3879.00,969.75,266
2532036,BD2532036,BD,43,1,2021.28,4,1,2,1,412,recent customers,1,0,0.00,,2021.28,2021.28,322
2532186,BD2532186,BD,8,12,4956.54,5,4,3,3,543,potential loyalists,1,0,0.00,,59478.48,413.05,357
2532204,BD2532204,BD,57,9,6318.84,3,4,4,4,344,can't lose,1,0,0.00,,56869.56,702.09,308
2532462,BD2532462,BD,78,1,2388.36,3,1,2,1,312,other,1,0,0.00,,2388.36,2388.36,287
2532480,BD2532480,BD,232,2,4124.88,1,2,3,2,123,lost,0,1,1.00,High Risk,8249.76,2062.44,133
2532630,BD2532630,BD,36,1,8729.52,4,1,4,2,414,promising,1,0,0.00,,8729.52,8729.52,329
2532792,BD2532792,BD,295,2,15532.14,1,2,4,3,124,lost,0,1,1.00,High Risk,31064.28,7766.07,70
2532798,BD2532798,BD,15,12,24686.82,5,4,5,4,545,champions,1,0,0.00,,296241.84,2057.24,350
2533044,BD2533044,BD,120,5,37114.20,2,4,5,4,245,at risk,1,0,0.01,Low Risk,185571.00,7422.84,245
2533080,BD2533080,BD,316,1,4050.96,1,1,3,2,113,lost,0,1,1.00,High Risk,4050.96,4050.96,49
2533104,BD2533104,BD,92,10,15152.52,3,4,4,4,344,can't lose,1,0,0.00,,151525.20,1515.25,273
2533152,BD2533152,BD,92,1,2851.56,3,1,3,2,313,about to sleep,1,0,0.00,,2851.56,2851.56,273
2533224,BD2533224,BD,148,5,8419.62,2,4,4,4,244,at risk,1,0,0.00,Low Risk,42098.10,1683.92,217
2533500,BD2533500,BD,1,62,180178.80,5,5,5,5,555,champions,1,0,0.00,,11171085.60,2906.11,364
2533872,BD2533872,BD,120,2,9485.94,2,2,4,3,224,at risk,1,0,0.02,Low Risk,18971.88,4742.97,245
2533884,BD2533884,BD,36,40,80640.54,4,5,5,5,455,loyal customers,1,0,0.00,,3225621.60,2016.01,329
2533908,BD2533908,BD,323,1,383.58,1,1,1,1,111,lost,0,1,1.00,High Risk,383.58,383.58,42
2533944,BD2533944,BD,8,70,128669.04,5,5,5,5,555,champions,1,0,0.00,,9006832.80,1838.13,357
2533956,BD2533956,BD,281,1,1194.78,1,1,2,1,112,lost,0,1,1.00,High Risk,1194.78,1194.78,84
2534070,BD2534070,BD,8,20,28469.40,5,5,5,5,555,champions,1,0,0.00,,569388.00,1423.47,357
2534088,BD2534088,BD,169,1,769.92,2,1,1,1,211,hibernating,0,0,0.01,Low Risk,769.92,769.92,196
2534220,BD2534220,BD,197,3,3584.34,2,3,3,3,233,at risk,0,1,0.98,High Risk,10753.02,1194.78,168
2534274,BD2534274,BD,8,5,7773.90,5,4,4,4,544,champions,1,0,0.00,,38869.50,1554.78,357
2534580,BD2534580,BD,22,3,47646.48,5,3,5,4,535,champions,1,0,0.00,,142939.44,15882.16,343
2534610,BD2534610,BD,36,16,89219.82,4,5,5,5,455,loyal customers,1,0,0.00,,1427517.12,5576.24,329
2534664,BD2534664,BD,29,3,6797.94,4,3,4,3,434,potential loyalists,1,0,0.00,,20393.82,2265.98,336
2534880,BD2534880,BD,29,22,42548.34,4,5,5,5,455,loyal customers,1,0,0.00,,936063.48,1934.02,336
2534886,BD2534886,BD,1,35,46210.32,5,5,5,5,555,champions,1,0,0.00,,1617361.20,1320.29,364
2534952,BD2534952,BD,169,1,1604.88,2,1,2,1,212,hibernating,0,0,0.03,Low Risk,1604.88,1604.88,196
2534970,BD2534970,BD,29,2,2389.56,4,2,2,2,422,promising,1,0,0.00,,4779.12,1194.78,336
2535264,BD2535264,BD,225,1,1194.18,1,1,2,1,112,lost,0,1,1.00,High Risk,1194.18,1194.18,140
2535270,BD2535270,BD,15,38,32878.56,5,5,5,5,555,champions,1,0,0.00,,1249385.28,865.23,350
2535276,BD2535276,BD,50,12,5760.72,4,4,3,3,443,potential loyalists,1,0,0.00,,69128.64,480.06,315
2535324,BD2535324,BD,1,22,73511.70,5,5,5,5,555,champions,1,0,0.00,,1617257.40,3341.44,364
2535366,BD2535366,BD,29,7,13975.56,4,4,4,4,444,loyal customers,1,0,0.00,,97828.92,1996.51,336
2535516,BD2535516,BD,1,59,26838.00,5,5,5,5,555,champions,1,0,0.00,,1583442.00,454.88,364
2535588,BD2535588,BD,288,1,226.38,1,1,1,1,111,lost,0,1,1.00,High Risk,226.38,226.38,77
2535708,BD2535708,BD,8,16,11518.80,5,5,4,4,554,champions,1,0,0.00,,184300.80,719.93,357
2535744,BD2535744,BD,162,6,9691.32,2,4,4,4,244,at risk,0,0,0.01,Low Risk,58147.92,1615.22,203
2535750,BD2535750,BD,71,1,10753.02,3,1,4,2,314,about to sleep,1,0,0.00,,10753.02,10753.02,294
2535960,BD2535960,BD,36,13,25810.74,4,5,5,5,455,loyal customers,1,0,0.00,,335539.62,1985.44,329
2536170,BD2536170,BD,99,3,674.94,3,3,1,2,331,about to sleep,1,0,0.00,,2024.82,224.98,266
2536398,BD2536398,BD,176,1,1194.18,2,1,2,1,212,hibernating,0,0,0.02,Low Risk,1194.18,1194.18,189
2536488,BD2536488,BD,15,15,30635.46,5,5,5,5,555,champions,1,0,0.00,,459531.90,2042.36,350
2536494,BD2536494,BD,92,3,3469.74,3,3,3,3,333,need attention,1,0,0.00,,10409.22,1156.58,273
2536506,BD2536506,BD,36,1,1194.18,4,1,2,1,412,recent customers,1,0,0.00,,1194.18,1194.18,329
2536524,BD2536524,BD,232,6,7360.38,1,4,4,4,144,lost,0,1,1.00,High Risk,44162.28,1226.73,133
2536650,BD2536650,BD,15,8,9142.38,5,4,4,4,544,champions,1,0,0.00,,73139.04,1142.80,350
2536668,BD2536668,BD,155,1,2967.30,2,1,3,2,213,hibernating,0,0,0.02,Low Risk,2967.30,2967.30,210
2536734,BD2536734,BD,8,47,50741.88,5,5,5,5,555,champions,1,0,0.00,,2384868.36,1079.61,357
2536830,BD2536830,BD,29,16,9335.64,4,5,4,4,454,loyal customers,1,0,0.00,,149370.24,583.48,336
2537268,BD2537268,BD,78,3,3591.06,3,3,3,3,333,need attention,1,0,0.00,,10773.18,1197.02,287
2537304,BD2537304,BD,50,2,354.00,4,2,1,1,421,recent customers,1,0,0.00,,708.00,177.00,315
2537406,BD2537406,BD,22,28,99194.04,5,5,5,5,555,champions,1,0,0.00,,2777433.12,3542.64,343
2537442,BD2537442,BD,92,4,1746.18,3,3,2,2,332,about to sleep,1,0,0.00,,6984.72,436.54,273
2537544,BD2537544,BD,64,1,227.40,3,1,1,1,311,other,1,0,0.00,,227.40,227.40,301
2537634,BD2537634,BD,351,1,267.90,1,1,1,1,111,lost,0,1,1.00,High Risk,267.90,267.90,14
2537670,BD2537670,BD,1,14,26125.86,5,5,5,5,555,champions,1,0,0.00,,365762.04,1866.13,364
2537772,BD2537772,BD,71,20,20601.84,3,5,5,5,355,can't lose,1,0,0.00,,412036.80,1030.09,294
2537832,BD2537832,BD,15,18,25956.78,5,5,5,5,555,champions,1,0,0.00,,467222.04,1442.04,350
2537892,BD2537892,BD,15,29,114008.70,5,5,5,5,555,champions,1,0,0.00,,3306252.30,3931.33,350
2538072,BD2538072,BD,36,1,388.02,4,1,1,1,411,recent customers,1,0,0.00,,388.02,388.02,329
2538090,BD2538090,BD,127,3,808.56,2,3,1,2,231,hibernating,1,0,0.03,Low Risk,2425.68,269.52,238
2538138,BD2538138,BD,316,2,94367.22,1,2,5,3,125,lost,0,1,1.00,High Risk,188734.44,47183.61,49
2538228,BD2538228,BD,113,14,32683.80,2,5,5,5,255,at risk,1,0,0.02,Low Risk,457573.20,2334.56,252
2538264,BD2538264,BD,29,26,105203.76,4,5,5,5,455,loyal customers,1,0,0.00,,2735297.76,4046.30,336
2538462,BD2538462,BD,358,1,1201.50,1,1,2,1,112,lost,0,1,1.00,High Risk,1201.50,1201.50,7
2538588,BD2538588,BD,1,11,16080.84,5,4,4,4,544,champions,1,0,0.00,,176889.24,1461.89,364
2538642,BD2538642,BD,134,1,1016.82,2,1,1,1,211,hibernating,1,0,0.01,Low Risk,1016.82,1016.82,231
2539074,BD2539074,BD,50,19,13189.32,4,5,4,4,454,loyal customers,1,0,0.00,,250597.08,694.17,315
2539146,BD2539146,BD,92,4,3885.00,3,3,3,3,333,need attention,1,0,0.00,,15540.00,971.25,273
2539344,BD2539344,BD,281,2,4385.76,1,2,3,2,123,lost,0,1,1.00,High Risk,8771.52,2192.88,84
2539692,BD2539692,BD,8,26,28917.84,5,5,5,5,555,champions,1,0,0.00,,751863.84,1112.22,357
2539800,BD2539800,BD,218,2,283.68,2,2,1,1,221,hibernating,0,1,0.99,High Risk,567.36,141.84,147
2539974,BD2539974,BD,211,1,585.78,2,1,1,1,211,hibernating,0,1,1.00,High Risk,585.78,585.78,154
2540046,BD2540046,BD,8,114,67599.36,5,5,5,5,555,champions,1,0,0.00,,7706327.04,592.98,357
2540082,BD2540082,BD,316,1,606.00,1,1,1,1,111,lost,0,1,1.00,High Risk,606.00,606.00,49
2540226,BD2540226,BD,99,2,1786.74,3,2,2,2,322,about to sleep,1,0,0.00,,3573.48,893.37,266
2540502,BD2540502,BD,64,1,1194.78,3,1,2,1,312,other,1,0,0.00,,1194.78,1194.78,301
2540622,BD2540622,BD,92,10,8151.18,3,4,4,4,344,can't lose,1,0,0.00,,81511.80,815.12,273
2540682,BD2540682,BD,155,1,1201.50,2,1,2,1,212,hibernating,0,0,0.02,Low Risk,1201.50,1201.50,210
2540730,BD2540730,BD,29,3,4243.26,4,3,3,3,433,potential loyalists,1,0,0.00,,12729.78,1414.42,336
2540790,BD2540790,BD,8,20,44299.14,5,5,5,5,555,champions,1,0,0.00,,885982.80,2214.96,357
2541198,BD2541198,BD,8,13,27583.20,5,5,5,5,555,champions,1,0,0.00,,358581.60,2121.78,357
2541246,BD2541246,BD,50,2,17793.12,4,2,4,3,424,potential loyalists,1,0,0.00,,35586.24,8896.56,315
2541486,BD2541486,BD,253,1,937.62,1,1,1,1,111,lost,0,1,1.00,High Risk,937.62,937.62,112
2541510,BD2541510,BD,218,1,2389.56,2,1,2,1,212,hibernating,0,1,0.98,High Risk,2389.56,2389.56,147
2541636,BD2541636,BD,78,4,6891.66,3,3,4,3,334,need attention,1,0,0.00,Low Risk,27566.64,1722.91,287
2542092,BD2542092,BD,85,2,10141.50,3,2,4,3,324,need attention,1,0,0.00,,20283.00,5070.75,280
2542098,BD2542098,BD,43,12,20259.78,4,4,5,4,445,loyal customers,1,0,0.00,,243117.36,1688.31,322
2542158,BD2542158,BD,92,4,20516.52,3,3,5,4,335,can't lose,1,0,0.00,,82066.08,5129.13,273
2542350,BD2542350,BD,106,1,385.92,3,1,1,1,311,other,1,0,0.00,,385.92,385.92,259
2542428,BD2542428,BD,204,4,3262.26,2,3,3,3,233,at risk,0,1,0.98,High Risk,13049.04,815.57,161
2542446,BD2542446,BD,148,5,3516.06,2,4,3,3,243,at risk,1,0,0.00,Low Risk,17580.30,703.21,217
2542488,BD2542488,BD,162,4,1692.42,2,3,2,2,232,hibernating,0,0,0.02,Low Risk,6769.68,423.11,203
2542830,BD2542830,BD,57,9,16118.04,3,4,4,4,344,can't lose,1,0,0.00,,145062.36,1790.89,308
2542968,BD2542968,BD,162,2,865.50,2,2,1,1,221,hibernating,0,0,0.02,Low Risk,1731.00,432.75,203
2543142,BD2543142,BD,155,3,1949.16,2,3,2,2,232,hibernating,0,0,0.03,Low Risk,5847.48,649.72,210
2543208,BD2543208,BD,1,1,156.78,5,1,1,1,511,recent customers,1,0,0.00,,156.78,156.78,364
2543220,BD2543220,BD,183,2,720.60,2,2,1,1,221,hibernating,0,1,0.97,High Risk,1441.20,360.30,182
2543448,BD2543448,BD,43,24,18184.08,4,5,4,4,454,loyal customers,1,0,0.00,,436417.92,757.67,322
2543484,BD2543484,BD,22,58,135843.66,5,5,5,5,555,champions,1,0,0.00,,7878932.28,2342.13,343
2543568,BD2543568,BD,36,1,8729.52,4,1,4,2,414,promising,1,0,0.00,,8729.52,8729.52,329
2543718,BD2543718,BD,113,3,1355.40,2,3,2,2,232,hibernating,1,0,0.04,Low Risk,4066.20,451.80,252
2544006,BD2544006,BD,323,1,258.60,1,1,1,1,111,lost,0,1,1.00,High Risk,258.60,258.60,42
2544252,BD2544252,BD,1,144,612438.18,5,5,5,5,555,champions,1,0,0.00,,88191097.92,4253.04,364
2544300,BD2544300,BD,218,1,138.78,2,1,1,1,211,hibernating,0,1,1.00,High Risk,138.78,138.78,147
2544354,BD2544354,BD,29,14,9394.38,4,5,4,4,454,loyal customers,1,0,0.00,,131521.32,671.03,336
2544426,BD2544426,BD,239,1,1194.78,1,1,2,1,112,lost,0,1,1.00,High Risk,1194.78,1194.78,126
2544558,BD2544558,BD,295,2,4605.24,1,2,3,2,123,lost,0,1,1.00,High Risk,9210.48,2302.62,70
2544588,BD2544588,BD,99,3,20060.64,3,3,5,4,335,can't lose,1,0,0.00,,60181.92,6686.88,266
2544600,BD2544600,BD,64,9,16723.44,3,4,4,4,344,can't lose,1,0,0.00,,150510.96,1858.16,301
2544990,BD2544990,BD,85,5,10175.88,3,4,4,4,344,can't lose,1,0,0.00,,50879.40,2035.18,280
2545044,BD2545044,BD,295,2,2582.40,1,2,3,2,123,lost,0,1,1.00,High Risk,5164.80,1291.20,70
2545200,BD2545200,BD,1,72,257835.90,5,5,5,5,555,champions,1,0,0.01,Low Risk,18564184.80,3581.05,364
2545344,BD2545344,BD,323,1,2119.44,1,1,2,1,112,lost,0,1,1.00,High Risk,2119.44,2119.44,42
2545464,BD2545464,BD,43,8,7293.78,4,4,4,4,444,loyal customers,1,0,0.00,,58350.24,911.72,322
2545542,BD2545542,BD,92,1,13082.40,3,1,4,2,314,about to sleep,1,0,0.00,,13082.40,13082.40,273
2545572,BD2545572,BD,50,3,4217.04,4,3,3,3,433,potential loyalists,1,0,0.00,,12651.12,1405.68,315
2545602,BD2545602,BD,43,15,2877.96,4,5,3,4,453,loyal customers,1,0,0.00,,43169.40,191.86,322
2545704,BD2545704,BD,8,13,14658.24,5,5,4,4,554,champions,1,0,0.00,,190557.12,1127.56,357
2546028,BD2546028,BD,1,2,2404.86,5,2,2,2,522,promising,1,0,0.00,,4809.72,1202.43,364
2546046,BD2546046,BD,64,1,102.18,3,1,1,1,311,other,1,0,0.00,,102.18,102.18,301
2546298,BD2546298,BD,36,8,28347.24,4,4,5,4,445,loyal customers,1,0,0.00,,226777.92,3543.41,329
2546322,BD2546322,BD,64,1,1194.78,3,1,2,1,312,other,1,0,0.00,,1194.78,1194.78,301
2546346,BD2546346,BD,155,1,1201.50,2,1,2,1,212,hibernating,0,0,0.02,Low Risk,1201.50,1201.50,210
2546448,BD2546448,BD,323,2,3601.56,1,2,3,2,123,lost,0,1,1.00,High Risk,7203.12,1800.78,42
2546556,BD2546556,BD,85,2,277.56,3,2,1,1,321,other,1,0,0.00,,555.12,138.78,280
2546580,BD2546580,BD,176,2,3523.74,2,2,3,2,223,hibernating,0,0,0.00,,7047.48,1761.87,189
2546718,BD2546718,BD,323,1,2172.00,1,1,2,1,112,lost,0,1,1.00,High Risk,2172.00,2172.00,42
2546982,BD2546982,BD,50,11,26461.02,4,4,5,4,445,loyal customers,1,0,0.00,,291071.22,2405.55,315
2547402,BD2547402,BD,134,1,5934.60,2,1,3,2,213,hibernating,1,0,0.01,Low Risk,5934.60,5934.60,231
2547522,BD2547522,BD,43,15,26327.58,4,5,5,5,455,loyal customers,1,0,0.00,,394913.70,1755.17,322
2547648,BD2547648,BD,190,7,5757.78,2,4,3,3,243,at risk,0,1,0.99,High Risk,40304.46,822.54,175
2547654,BD2547654,BD,92,2,1807.32,3,2,2,2,322,about to sleep,1,0,0.00,,3614.64,903.66,273
2547978,BD2547978,BD,78,2,6581.64,3,2,4,3,324,need attention,1,0,0.00,,13163.28,3290.82,287
2547996,BD2547996,BD,50,4,9155.76,4,3,4,3,434,potential loyalists,1,0,0.00,,36623.04,2288.94,315
2548032,BD2548032,BD,1,7,2425.20,5,4,2,3,542,potential loyalists,1,0,0.00,,16976.40,346.46,364
2548044,BD2548044,BD,36,4,5657.16,4,3,3,3,433,potential loyalists,1,0,0.00,,22628.64,1414.29,329
2548056,BD2548056,BD,148,1,385.92,2,1,1,1,211,hibernating,1,0,0.01,Low Risk,385.92,385.92,217
2548086,BD2548086,BD,64,3,9197.10,3,3,4,3,334,need attention,1,0,0.00,,27591.30,3065.70,301
